ID Ticket GENERGY ;ID Ticket OCEANE;App;Description;Acteur;Périmètre ;Statut;Priorité;Actions réalisés;Date d'ouverture;Date de résolution;Durée de résolution;ID Jira
;2605N51742;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;27/05/2026;29/05/2026;✅ Résolu en 2 jours;
;2605N65683;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;27/05/2026;29/05/2026;✅ Résolu en 2 jours;
;2605N73659;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;27/05/2026;29/05/2026;✅ Résolu en 2 jours;
;2605N96526;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;28/05/2026;29/05/2026;✅ Résolu en 1 jour;
;2605O08694;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;Commande désormais débloquée;28/05/2026;29/05/2026;✅ Résolu en 1 jour;
;2605L53090;Fop ;"La commande IC : 404431836 ND support 0534428219 a reçu une demande dannulation qui a été rejetée au FOP HA78.
Il me semble que le rejet de la demande dannulation nest pas justifié dun point de vue des évolutions du MOP 3.8";Akram Sahli ;Support VIO;Résolu;P4;"Bonjour,
Analyse commande 404431836 :
Date de portabilité : 12/05/2026 10:00
Demande d’annulation : 18/05/2026 12:57
Écart : +6 jours après la date de portabilité =>  Statut : rejet HA78 « Annulation trop tardive »
Référence contrat d’interface :
HA78 appliqué lorsque la demande d’annulation est reçue trop tardivement par rapport à la date de portabilité/exécution

Constat :
Dans ce cas, la demande intervient après la date de portabilité ⇒ application cohérente du HA78
Question PO @RAMAROSANDRATANA Ianja Ext OW/OWF/DSI 
L’USVIO-4056 vise-t-elle uniquement les annulations PNU la veille de la portabilité après 15h
ou
également les cas déjà couverts aujourd’hui par HA78 après la date de portabilité ?";22/05/2026;29/05/2026;✅ Résolu en 5 jours;
;2606P81296;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0];Akram Sahli ;Support VIO;Résolu;P3;Fichier rejoué;02/06/2026 00:00;03/06/2026;✅ Résolu en 1 jour;
;2606Q00232;Vigie;BI VIGE - [Permission denied] : [CrystalEnterprise.DiskUnmanaged];Mariem Hammami;Support VIO;Résolu;P3;correction effectué par l'equipe infra;02/06/2026 00:00;04/06/2026;✅ Résolu en 2 jours;
;2605O58129;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idCFT_CMD_STR_Transfers_ERROR ] : [CFT : 1 transfert(s) en erreur - dernier: Part=HERTCP0 DTSA=SFK IDF=FOP07740 IDT=E2915105 Diags=405.];Akram Sahli ;Support VIO;Résolu;P3;Le fichier n'est pas présent sur le serveur et ne peut donc pas être rejoué.;29/05/2026 00:00;05/06/2026;✅ Résolu en 5 jours;
;2606R28148;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_ALARME ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_ALARME'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P2;fichier rejoué;05/06/2026;05/06/2026;✅ Résolu en < 1 jour;
;2606R44261;Fop ;"merci de faire monter dans fop le report sans date

ND = 0xxxxxxxxx : 0329294534
IC Sagic (9 chiffres) : 404453258";Akram Sahli ;Support VIO;Résolu;P3;"Le (CR) est bien remonté au niveau du FOP, mais il est actuellement bloqué à l'état « À traiter = 2 ». Ce blocage est dû au fait que le champ DatePropFT dans la colonne CPLT_CR est vide.

Par ailleurs, nous avons constaté une annulation de commande aujourd'hui.";05/06/2026 00:00;08/06/2026;✅ Résolu en 1 jour;VIO-4605
;2606T36766;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0] ;Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;11/06/2026;11/06/2026;✅ Résolu en < 1 jour;
;2606U82478;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;15/06/2026;15/06/2026;✅ Résolu en < 1 jour;
;2606V14182;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;16/06/2026;17/06/2026;✅ Résolu en 1 jour;
;2606V26008;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;16/06/2026;17/06/2026;✅ Résolu en 1 jour;
;2606V34160;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;16/06/2026;17/06/2026;✅ Résolu en 1 jour;
;2606V56426;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;17/06/2026;17/06/2026;✅ Résolu en < 1 jour;
;2606V09945;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0] ;Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;16/06/2026 00:00;17/06/2026;✅ Résolu en 1 jour;
;2606X34367;Vigie;VIGIE_VI] / [SMC4, BRONZE, SOX] / [OBV_CFT_TRANSFERT / MatchingLine / failed ] : [CFT : transfert(s) en erreur : Part=OP73RCFT DTSA= IDF=VIG73R1 IDT=F2200511 Diags= - Historique Observabilite It];Mariem Hammami;Support VIO;Résolu;P4;L’application TRACA a été décommissionné. Il n’y a plus besoin de maintenir les envois et flux vers cette application.c;22/06/2026 00:00;23/06/2026 00:00;✅ Résolu en 1 jour;
;2606Y41422;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;24/06/2026;24/06/2026;✅ Résolu en < 1 jour;
;2606Y41212;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;24/06/2026;24/06/2026;✅ Résolu en < 1 jour;
;2606Y40381;Fop ;Bonjour, la commande chrono 12358213 du 0479449611 est visible dans le FOP, mais pas dans EKO, pouvez vous corriger svp, en vous remerciant par avance, cordialement ;Mariem Hammami;Support VIO;Résolu;P3;"Une analyse vient d’être effectuée dans FOP afin d’identifier les commandes restées bloquées et non transmises. Je viens de retransmettre 79 commandes qui étaient bloquées dans l’état « Transmises » dans FOP depuis le 15/06/2026.
Par ailleurs, nous devrions normalement recevoir une alarme de supervision pour ce type de commandes bloquées dans FOP. Cependant, comme l’état de ces commandes était « Transmises », elles n’ont pas été détectées comme bloquées par le mécanisme de supervision. C’est pour cette raison qu’aucune alarme n’a été générée.";24/06/2026;24/06/2026;✅ Résolu en < 1 jour;
;2606Y84492;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF04_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF04_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;25/06/2026;25/06/2026;✅ Résolu en < 1 jour;
;2606Y84230;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;25/06/2026;25/06/2026;✅ Résolu en < 1 jour;
;2606T31696;Vigie;[VIGIE_VI] / [SMC4, BRONZE, SOX] / [REMCOLL_NOOPI_JOB / ENDED_NOT_OK / JU.VIG.SYN.FOP ] : [NOOPI : le job JU.VIG.SYN.FOP (WORKFLOW : W.VIG.SYN.FOP.D.WS01, RUNID : 1808218666, CLIENTNUM : 1123 ) s est termine dans l etat ENDED_NOT_OK a 00:35:12.] ;Akram Sahli ;Support VIO;Résolu;P4;nous avons corrigé la synchro sur toutes les tables fop  , reste a investiguer sur les deux tables cr et cr_sagic;10/06/2026;25/06/2026;✅ Résolu en 11 jours;
;2606Y61505;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;fichier rejoué;24/06/2026;25/06/2026;✅ Résolu en 1 jour;
;2606Y84491;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;fichier rejoué;25/06/2026;25/06/2026;✅ Résolu en < 1 jour;
;2606Z04826;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;fichier rejoué;25/06/2026;26/06/2026;✅ Résolu en 1 jour;
;2606Z26515;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;fichier rejoué;26/06/2026;26/06/2026;✅ Résolu en < 1 jour;
;2606Y40381;Fop ;"REFU DE CLOTURE DU DEPOSANT
Merci pour vos explications. Pour les commandes PNU+, pourriez-vous réémettre lordre dactivation dans EKO ? Cela permettra à létape « Transmise vers l'agence ATTENTE - activation demandée (424) » dapparaître dans EKO. Sans cette action, les commandes ne pourront pas avancer.";Mariem Hammami;Support VIO;Résolu;P3;Je te confirme que je viens de transmettre 51 commandes de type PSACTIV vers SAGIC. J’ai supprimé les commandes en doublon (PSACTIV et PNU+) afin que la génération des CR soit correctement établie.;26/06/2026;26/06/2026;✅ Résolu en < 1 jour;
;2606Z45167;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;26/06/2026;26/06/2026;✅ Résolu en < 1 jour;
;2606Z38185;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Mariem Hammami;Support VIO;Résolu;P3;fichier rejoué;26/06/2026;26/06/2026;✅ Résolu en < 1 jour;
;2606Y04275;Sagic;[SAGIC] / [SMC3, ARGENT] / [OBV_CFT_TRANSFERT / MatchingLine / end-procedure ] : [CFT : Procedure(s) de fin de transfert en erreur (Fichiers /tmp/cft*.err) - Historique Observabilite It] ;Akram Sahli ;Support VIO;Résolu;P3;Après analyse sur opvi1ws01, le script .ksh est correct et le blocage provient d'un problème de droits (Permission denied) sur le fichier de log sagic_journal.log, le ticket est donc transféré à l'équipe Dev pour correction.;23/06/2026;03/07/2026;✅ Résolu en 8 jours;
;2606Z21399;Sagic;[SAGIC] / [SMC3, ARGENT] / [OBV_CFT_TRANSFERT / MatchingLine / end-procedure ] : [CFT : Procedure(s) de fin de transfert en erreur (Fichiers /tmp/cft*.err) - Historique Observabilite It] ;Akram Sahli ;Support VIO;Résolu;P3;Après analyse sur opvi1ws01, le script .ksh est correct et le blocage provient d'un problème de droits (Permission denied) sur le fichier de log sagic_journal.log, le ticket est donc transféré à l'équipe Dev pour correction.;26/06/2026;03/07/2026;✅ Résolu en 5 jours;
;2607B06151;Sagic;Initial ticket description: Demande reemission CR FINAL sur PNU+ (voir ND ci-dessous) Fichier non genere;Mariem Hammami;Support VIO;Résolu;P3;Je viens de corriger le problème. Un compte rendu a été envoyé pour les quatre commandes PNU+.;01/07/2026 00:00;01/07/2026 00:00;✅ Résolu en < 1 jour;
;2607B41756;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0] ;Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;02/07/2026;02/07/2026;✅ Résolu en < 1 jour;
;2607D03414;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0] ;Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;08/07/2026;08/07/2026;✅ Résolu en < 1 jour;
;2607F09355;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;13/07/2026;13/07/2026;✅ Résolu en < 1 jour;
;2607D05514;Parc;"Bonjour,
Il y a environ 200 accès qui n'ont pas de commune ou un assemblage code postal/commune dans le champ commune ce qui nous empêche côté MARINE de récupérer la commune avec le code INSEE nécessaire ensuite pour le SAV. 
Est-ce qu'il serait possible de nettoyer les données svp ?
Exemple : VIA01000000172225830 => ""90000 - BELFORT""";Akram Sahli ;Support VIO;Résolu;P3;Le ticket indique qu'environ 200 accès ne disposent pas de la commune, ni d'un assemblage code postal / commune. Toutefois, les informations semblent bien être présentes dans nos données.;07/07/2026;13/07/2026;✅ Résolu en 4 jours;
;2607F15483;Fop ;problème apnf;Mariem Hammami;Support VIO;Résolu;P3;la demande a été traitée;13/07/2026;13/07/2026;✅ Résolu en < 1 jour;
;2607F15520;Fop ;problème apnf;Mariem Hammami;Support VIO;Résolu;P3;La commande 0558901118 n'existe ni dans SAGIC ni dans FOP. Merci de nous communiquer le code_ic afin que nous puissions poursuivre les investigations.;13/07/2026;13/07/2026;✅ Résolu en < 1 jour;
;2607F15568;Fop ;"En date du 9/07, l'envoi et réception des fichiers ne passent pas dans EKO FOP APNF. 
Plusieurs commandes impactés. Pourriez vous regarder s'il vous plait? 
il y 'a eu une désynchronisation le 6/07 avec réémission des fichiers en date du 7/07. 
Exemple de quelques commandes bloquée du 9/07  : 6059209 / 6059210 / 6059236	/ 6059237";Mariem Hammami;Support VIO;Résolu;P3;"
Bonjour,

Suite à un ticket Océane reçu le 06/07/2026 à 05h09 concernant une réémission de fichiers vers l'APNF, nous avons procédé à la réémission de 119 fichiers à destination de l'APNF.Aucun dysfonctionnement n'a été constaté côté VIO/FOP. Si vous constatez toutefois que certaines commandes sont toujours bloquées côté FOP ou SAGIC, merci de nous communiquer les références concernées (code IC ou support/ND) afin que nous puissions effectuer les vérifications nécessaires.

Cordialement,
Mariem";13/07/2026 00:00;13/07/2026 00:00;✅ Résolu en < 1 jour;
;2607F42379;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_FILES / Exists / idWAS_LOG_Log_reemission_fichiers_MOP_log ] : [Alarm #1 of global parameter 'Exists' triggered on 'SW_FILES.idWAS_LOG_Log_reemission_fichiers_MOP_log'. 0 <= 0.00 <= 0] ;Akram Sahli ;Support VIO;Résolu;P3;fichiers rejoués;14/07/2026;14/07/2026;✅ Résolu en < 1 jour;
;2607D66298;Parc;commandes actives dans FRONTAL OPERATEUR mais resiliees dans GRAFIC;Mariem Hammami;Support VIO;Résolu;P3;"Nous avons échangé avec Damien sur ce sujet. Si les accès sont toujours en service dans VIO, cela signifie que la résiliation n'a pas été correctement effectuée par l'OC. Nous avons déjà rencontré ce type de cas : l'OC recevait un CR ANNUL en statut KO. Dans ce cas, c'est à l'OC de renouveler sa demande de résiliation.

Il ne s'agit donc pas d'un dysfonctionnement du parc VIO. Si besoin, les OC concernés peuvent me solliciter directement afin que nous analysions leur situation.";08/07/2026 00:00;15/07/2026;✅ Résolu en 5 jours;
;2607F73549;Fop ;Bonjour, le CR concernant le 0237312805 FRTE00BOUY00_MOP-M3_P_BOUY00_20260709100105_1.portcr.pgp n'est pas visible dans EKO et l'APNF pouvez vous svp le réémettre?;Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;15/07/2026;15/07/2026;✅ Résolu en < 1 jour;
;2607F75627;Fop ;Bonjour, le CR concernant le 0387002360 FRTE00LEGO00_MOP-M3_P_LEGO00_20260709100102_0.portcr.pgp n'est pas visible dans EKO et l'APNF pouvez vous svp le réémettre?;Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;15/07/2026;15/07/2026;✅ Résolu en < 1 jour;
;2607F72971;Fop ;"Bonjour, le fichier FRTE00BOUY00_MOP-M3_P_BOUY00_20260709100105_1.portcr n'est pas remonté dans l'APNF. Pouvez-vous, SVP, faire le nécessaire. En vous remerciant par avance.
ND = 0xxxxxxxxx : 0963657551
ID Externe = VIA010..xxxx : 405075666";Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;15/07/2026;15/07/2026;✅ Résolu en < 1 jour;
;2607F75171;Fop ;Bonjour, le CR concernant le 0387262818 FRTE00LEGO00_MOP-M3_P_LEGO00_20260709100102_0.portcr.pgp n'est pas visible dans EKO et l'APNF pouvez vous svp le réémettre?;Akram Sahli ;Support VIO;Résolu;P3;fichier rejoué;15/07/2026;15/07/2026;✅ Résolu en < 1 jour;
;2607F19749;Sagic;Initial ticket description: 27 commandes de résiliation bloquées;Mariem Hammami;Support VIO;Résolu;P3;"Concernant les 27 commandes signalées comme bloquées à l'état PEC, j'ai effectué les vérifications suivantes :

Les commandes étaient bien à l'état Exécuté dans SAGIC après exécution du CR7.
En revanche, côté Pamela, elles sont restées bloquées à l'état PEC et n'ont pas été automatiquement passées à l'état LIVRÉE.

Le problème semblait donc provenir du traitement assuré par le robot 42C / Wintask SCOT ROBOTF, chargé de faire évoluer les commandes de PEC vers LIVRÉE.

Après une nouvelle vérification, je constate qu'à 13h32, le Wintask SCOT ROBOTF a repris le traitement et a fait passer les commandes de l'état PEC à LIVRÉE, comme le montre l'historique des commandes.

Les 27 commandes sont désormais à l'état LIVRÉE dans Pamela.";13/07/2026 00:00;15/07/2026;✅ Résolu en 2 jours;
;2607F94246;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;15/07/2026 00:00;16/07/2026;✅ Résolu en 1 jour;
;2607G15163;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF07_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF07_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;16/07/2026;16/07/2026;✅ Résolu en < 1 jour;
;2607G15397;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;16/07/2026;16/07/2026;✅ Résolu en < 1 jour;
;2607B20783;Sagic;"vérification du transfert  CFT :
$ cftutil listcat Part=OPCOHCFT,IDF=VI1COH01, IDT=G0115053
  Date = 01/07/2026   Time = 15:30:22
Pouvez-vous voir avec le partenaire svp?";Akram Sahli ;Support VIO;Résolu;P3;Après investigation, il a été confirmé que le flux COCHISE (Part=OPCOHCFT / IDF=VI1COH01) est décommissionné et qu'il ne transporte plus de trafic depuis plus d'un an. La MOA a été informée afin qu'elle fasse le nécessaire pour désactiver les envois CFT vers ce partenaire.;01/07/2026;16/07/2026;✅ Résolu en 11 jours;
;2607H50870;Fop ;[FRONTAL_OPERATEUR] / [SMC3, ARGENT, SOX] / [SW_STRINGS / MatchingLineCount / idFOP_SUPFON_VIOXSUPF06_WARN ] : [Alarm #1 of global parameter 'MatchingLineCount' triggered on 'SW_STRINGS.idFOP_SUPFON_VIOXSUPF06_WARN'. 1 <= 1.00 <= 2147483646] ;Akram Sahli ;Support VIO;Résolu;P3;Commande désormais débloquée;20/07/2026;20/07/2026;✅ Résolu en < 1 jour;
;2607G36438;Sagic;[SAGIC] / [SMC3, ARGENT] / [OBV_CFT_TRANSFERT / MatchingLine / failed ] : [CFT : transfert(s) en erreur : Part=OPCOHCFT DTSA= IDF=VI1COH01 IDT=G1618053 Diags= - Historique Observabilite It] ;Akram Sahli ;Support VIO;Résolu;P3;Après investigation, il a été confirmé que le flux COCHISE (Part=OPCOHCFT / IDF=VI1COH01) est décommissionné et qu'il ne transporte plus de trafic depuis plus d'un an. La MOA a été informée afin qu'elle fasse le nécessaire pour désactiver les envois CFT vers ce partenaire.;16/07/2026 00:00;20/07/2026;✅ Résolu en 2 jours;
;2607H62903;Sagic;[SAGIC] / [SMC3, ARGENT] / [OBV_CFT_TRANSFERT / MatchingLine / failed ] : [CFT : transfert(s) en erreur : Part=OPCOHCFT DTSA= IDF=VI1COH01 IDT=G2014053 Diags= - Historique Observabilite It] ;Akram Sahli ;Support VIO;Résolu;P3;il a été confirmé que le flux COCHISE (Part=OPCOHCFT / IDF=VI1COH01) est décommissionné et qu'il ne transporte plus de trafic depuis plus d'un an. La MOA a été informée. Je l'ai également relancée afin qu'elle procède aux actions nécessaires pour désactiver les envois CFT vers ce partenaire.;20/07/2026;21/07/2026;✅ Résolu en 1 jour;
